33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,40,36,36,36,41,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,34,5,5,5,32,33,33,40,36,36,36,41,33,33,33,33
33,33,33,33,34,5,6,6,35,36,36,37,5,6,6,32,33,33,33,33
33,33,33,33,34,5,5,6,5,5,5,5,5,6,6,32,33,33,33,33
33,33,33,33,34,5,5,5,29,30,30,31,5,5,5,32,33,33,33,33
33,33,33,33,34,5,5,5,32,33,33,39,30,30,30,38,33,33,33,33
33,33,33,33,39,30,30,30,38,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
