0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
0,0,0,2,0,0,0,0,80,80,80,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,80,1,80,0,0,0,0,0,0,0,0,0
0,0,80,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0
0,0,80,0,3,0,0,0,0,0,0,0,0,0,0,42,43,45,24,0
0,0,80,0,3,0,14,14,14,0,3,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26,0,0,0,0,0,0,3,0,0,22,0,28,0,0,0
0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,3,3,23,28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,80,80,80,0,0,0,0,0,0,42,45,25,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
